DataNo;Date;Time;Millisecond;Urms-1;Urms-2;Urms-3;Urms-SIGMA;Irms-1;Irms-2;Irms-3;Irms-SIGMA;P-1;P-2;P-3;P-SIGMA;FreqU-1;FreqI-1;Q-1;Q-2;Q-3;Q-SIGMA;S-1;S-2;S-3;S-SIGMA;PF-1;PF-2;PF-3;PF-SIGMA;Uthd-1;Uthd-2;Uthd-3;Ithd-1;Ithd-2;Ithd-3;CfU-1;CfU-2;CfU-3;CfI-1;CfI-2;CfI-3;Idc-1;Idc-2;Idc-3;I(k)-1-Total;I(k)-2-Total;I(k)-3-Total;U(k)-1-Total;U(k)-2-Total;U(k)-3-Total;U(k)-1-500
841;2025/08/20;14:01:47;738;249,518 ;249,385 ;249,267 ;249,390 ;0,27920E+03;0,28142E+03;0,28504E+03;0,28189E+03;33,974E+03;34,708E+03;35,073E+03;103,755E+03;57,048 ;57,052 ;60,820E+03;61,000E+03;61,791E+03;183,612E+03;69,666E+03;70,183E+03;71,051E+03;210,900E+03;0,48768 ;0,49453 ;0,49363 ;0,49196 ;39,468 ;40,614 ;39,257 ;16,696 ;17,017 ;16,526 ;1,595 ;1,612 ;1,604 ;1,829 ;1,809 ;1,819 ;0,00032E+03;-0,00082E+03;-0,00019E+03;0,27850E+03;0,27534E+03;0,28754E+03;244,845 ;243,159 ;243,656 ;NAN
842;2025/08/20;14:01:48;237;248,582 ;248,469 ;248,337 ;248,463 ;0,27743E+03;0,27915E+03;0,28321E+03;0,27993E+03;34,211E+03;34,825E+03;35,203E+03;104,238E+03;57,026 ;57,020 ;59,880E+03;59,984E+03;60,889E+03;180,753E+03;68,964E+03;69,360E+03;70,333E+03;208,657E+03;0,49607 ;0,50208 ;0,50052 ;0,49957 ;40,574 ;40,230 ;39,403 ;16,984 ;17,141 ;16,379 ;1,598 ;1,597 ;1,603 ;1,837 ;1,798 ;1,805 ;-0,00044E+03;0,00068E+03;0,00002E+03;0,27370E+03;0,27305E+03;0,28633E+03;243,054 ;243,368 ;244,079 ;NAN
843;2025/08/20;14:01:48;738;248,518 ;248,384 ;248,274 ;248,392 ;0,28129E+03;0,28321E+03;0,28775E+03;0,28408E+03;34,411E+03;34,947E+03;35,450E+03;104,808E+03;57,023 ;57,017 ;60,851E+03;61,050E+03;62,025E+03;183,926E+03;69,907E+03;70,345E+03;71,441E+03;211,692E+03;0,49225 ;0,49679 ;0,49622 ;0,49510 ;40,071 ;40,259 ;39,340 ;16,711 ;17,159 ;16,958 ;1,608 ;1,595 ;1,599 ;1,857 ;1,836 ;1,810 ;0,00054E+03;-0,00013E+03;-0,00004E+03;0,28005E+03;0,27486E+03;0,28485E+03;241,870 ;242,415 ;242,258 ;NAN
844;2025/08/20;14:01:49;236;247,662 ;247,537 ;247,406 ;247,535 ;0,27884E+03;0,28116E+03;0,28475E+03;0,28158E+03;34,407E+03;35,129E+03;35,521E+03;105,057E+03;57,018 ;57,014 ;59,875E+03;60,081E+03;60,838E+03;180,794E+03;69,057E+03;69,597E+03;70,448E+03;209,103E+03;0,49824 ;0,50475 ;0,50421 ;0,50242 ;40,114 ;40,044 ;39,406 ;17,248 ;16,641 ;17,134 ;1,595 ;1,593 ;1,605 ;1,880 ;1,855 ;1,850 ;-0,00111E+03;0,00032E+03;-0,00021E+03;0,27042E+03;0,27811E+03;0,27969E+03;241,512 ;242,492 ;241,448 ;NAN
845;2025/08/20;14:01:49;738;247,413 ;247,304 ;247,210 ;247,309 ;0,27658E+03;0,27815E+03;0,28254E+03;0,27909E+03;34,324E+03;34,865E+03;35,279E+03;104,468E+03;57,017 ;57,026 ;59,199E+03;59,298E+03;60,283E+03;178,780E+03;68,430E+03;68,788E+03;69,848E+03;207,066E+03;0,50160 ;0,50684 ;0,50509 ;0,50452 ;39,540 ;40,141 ;40,141 ;17,061 ;16,539 ;16,830 ;1,603 ;1,610 ;1,598 ;1,838 ;1,866 ;1,855 ;0,00059E+03;-0,00091E+03;-0,00022E+03;0,28170E+03;0,29021E+03;0,29448E+03;242,605 ;241,841 ;242,479 ;NAN
846;2025/08/20;14:01:50;239;247,466 ;247,322 ;247,208 ;247,332 ;0,28086E+03;0,28249E+03;0,28648E+03;0,28327E+03;34,466E+03;35,101E+03;35,436E+03;105,003E+03;57,020 ;57,024 ;60,355E+03;60,408E+03;61,315E+03;182,078E+03;69,503E+03;69,865E+03;70,819E+03;210,187E+03;0,49589 ;0,50241 ;0,50038 ;0,49957 ;39,862 ;39,995 ;39,760 ;16,894 ;16,900 ;16,696 ;1,604 ;1,596 ;1,595 ;1,843 ;1,842 ;1,846 ;0,00023E+03;0,00034E+03;-0,00006E+03;0,28115E+03;0,28331E+03;0,29209E+03;240,842 ;240,496 ;240,684 ;NAN
847;2025/08/20;14:01:50;738;247,434 ;247,310 ;247,178 ;247,307 ;0,28081E+03;0,28318E+03;0,28664E+03;0,28354E+03;34,413E+03;35,175E+03;35,532E+03;105,120E+03;57,020 ;57,013 ;60,360E+03;60,558E+03;61,297E+03;182,216E+03;69,481E+03;70,033E+03;70,851E+03;210,365E+03;0,49529 ;0,50227 ;0,50150 ;0,49970 ;39,761 ;39,902 ;39,956 ;16,665 ;16,921 ;16,771 ;1,624 ;1,606 ;1,598 ;1,842 ;1,825 ;1,820 ;-0,00074E+03;0,00007E+03;0,00045E+03;0,28430E+03;0,28064E+03;0,28901E+03;241,113 ;241,199 ;241,049 ;NAN
848;2025/08/20;14:01:51;236;246,736 ;246,615 ;246,494 ;246,615 ;0,28002E+03;0,28168E+03;0,28558E+03;0,28243E+03;34,874E+03;35,532E+03;35,846E+03;106,252E+03;57,013 ;57,019 ;59,643E+03;59,692E+03;60,583E+03;179,919E+03;69,091E+03;69,467E+03;70,394E+03;208,951E+03;0,50476 ;0,51150 ;0,50922 ;0,50850 ;39,684 ;39,990 ;40,402 ;16,495 ;17,037 ;17,050 ;1,604 ;1,598 ;1,600 ;1,814 ;1,799 ;1,791 ;0,00129E+03;-0,00047E+03;-0,00048E+03;0,27946E+03;0,27536E+03;0,28013E+03;240,452 ;240,927 ;240,436 ;NAN
849;2025/08/20;14:01:51;739;246,958 ;246,820 ;246,690 ;246,823 ;0,28201E+03;0,28440E+03;0,28770E+03;0,28470E+03;34,502E+03;35,303E+03;35,631E+03;105,436E+03;57,027 ;57,018 ;60,497E+03;60,672E+03;61,382E+03;182,551E+03;69,644E+03;70,196E+03;70,974E+03;210,813E+03;0,49541 ;0,50292 ;0,50203 ;0,50014 ;39,702 ;39,837 ;40,157 ;16,772 ;16,805 ;16,919 ;1,600 ;1,624 ;1,599 ;1,835 ;1,817 ;1,816 ;0,00033E+03;0,00046E+03;-0,00040E+03;0,27962E+03;0,27941E+03;0,28475E+03;240,706 ;240,237 ;239,951 ;NAN
850;2025/08/20;14:01:52;237;246,303 ;246,186 ;246,050 ;246,180 ;0,27844E+03;0,28047E+03;0,28410E+03;0,28100E+03;34,631E+03;35,341E+03;35,678E+03;105,649E+03;57,016 ;57,019 ;59,195E+03;59,318E+03;60,113E+03;178,626E+03;68,581E+03;69,048E+03;69,903E+03;207,532E+03;0,50496 ;0,51183 ;0,51039 ;0,50908 ;39,959 ;39,924 ;40,204 ;17,020 ;16,669 ;16,929 ;1,593 ;1,607 ;1,604 ;1,840 ;1,832 ;1,806 ;-0,00143E+03;-0,00052E+03;0,00038E+03;0,27422E+03;0,27995E+03;0,28292E+03;240,672 ;240,058 ;240,183 ;NAN
851;2025/08/20;14:01:52;737;246,367 ;246,288 ;246,151 ;246,269 ;0,28091E+03;0,28334E+03;0,28704E+03;0,28376E+03;34,902E+03;35,626E+03;36,049E+03;106,576E+03;57,020 ;57,020 ;59,760E+03;60,003E+03;60,766E+03;180,530E+03;69,206E+03;69,782E+03;70,655E+03;209,643E+03;0,50432 ;0,51052 ;0,51021 ;0,50837 ;39,684 ;39,924 ;39,567 ;16,894 ;16,784 ;16,585 ;1,596 ;1,607 ;1,604 ;1,835 ;1,821 ;1,827 ;0,00026E+03;0,00009E+03;-0,00006E+03;0,28421E+03;0,28444E+03;0,29540E+03;241,425 ;240,840 ;240,780 ;NAN
852;2025/08/20;14:01:53;238;245,974 ;245,868 ;245,763 ;245,868 ;0,28166E+03;0,28406E+03;0,28770E+03;0,28447E+03;35,896E+03;36,646E+03;37,059E+03;109,601E+03;57,005 ;57,021 ;59,255E+03;59,454E+03;60,215E+03;178,925E+03;69,280E+03;69,841E+03;70,705E+03;209,826E+03;0,51813 ;0,52471 ;0,52413 ;0,52234 ;39,968 ;39,907 ;39,378 ;16,539 ;16,913 ;16,634 ;1,602 ;1,599 ;1,595 ;1,837 ;1,808 ;1,818 ;0,00061E+03;0,00082E+03;-0,00003E+03;0,29116E+03;0,28561E+03;0,29566E+03;240,916 ;240,763 ;240,913 ;NAN
853;2025/08/20;14:01:53;738;245,914 ;245,816 ;245,690 ;245,806 ;0,28632E+03;0,28888E+03;0,29282E+03;0,28934E+03;36,513E+03;37,223E+03;37,732E+03;111,467E+03;57,017 ;57,013 ;60,203E+03;60,475E+03;61,256E+03;181,934E+03;70,410E+03;71,012E+03;71,944E+03;213,367E+03;0,51857 ;0,52417 ;0,52446 ;0,52242 ;39,761 ;39,992 ;39,800 ;16,659 ;17,037 ;16,641 ;1,603 ;1,612 ;1,601 ;1,811 ;1,797 ;1,781 ;-0,00025E+03;-0,00079E+03;0,00026E+03;0,28621E+03;0,28209E+03;0,29083E+03;239,632 ;238,557 ;239,381 ;NAN
854;2025/08/20;14:01:54;238;245,753 ;245,631 ;245,502 ;245,628 ;0,28656E+03;0,28930E+03;0,29315E+03;0,28967E+03;36,708E+03;37,436E+03;37,960E+03;112,104E+03;57,017 ;57,014 ;60,100E+03;60,401E+03;61,143E+03;181,644E+03;70,424E+03;71,062E+03;71,968E+03;213,454E+03;0,52125 ;0,52681 ;0,52745 ;0,52519 ;39,705 ;40,089 ;39,615 ;16,685 ;17,009 ;16,878 ;1,600 ;1,611 ;1,607 ;1,813 ;1,793 ;1,799 ;-0,00090E+03;-0,00059E+03;-0,00053E+03;0,28425E+03;0,28051E+03;0,28696E+03;239,203 ;238,895 ;239,080 ;NAN
855;2025/08/20;14:01:54;736;245,740 ;245,631 ;245,491 ;245,621 ;0,28778E+03;0,28962E+03;0,29388E+03;0,29043E+03;37,202E+03;37,816E+03;38,245E+03;113,264E+03;57,018 ;57,003 ;60,143E+03;60,255E+03;61,175E+03;181,573E+03;70,719E+03;71,139E+03;72,146E+03;214,004E+03;0,52606 ;0,53158 ;0,53011 ;0,52926 ;39,277 ;39,927 ;39,748 ;16,498 ;16,779 ;16,848 ;1,600 ;1,603 ;1,609 ;1,794 ;1,788 ;1,775 ;0,00072E+03;0,00022E+03;-0,00007E+03;0,28945E+03;0,28697E+03;0,29268E+03;240,055 ;240,172 ;240,209 ;NAN
856;2025/08/20;14:01:55;235;245,553 ;245,443 ;245,335 ;245,444 ;0,28923E+03;0,29152E+03;0,29577E+03;0,29217E+03;38,221E+03;38,876E+03;39,406E+03;116,503E+03;57,006 ;57,017 ;59,859E+03;60,069E+03;60,930E+03;180,857E+03;71,021E+03;71,551E+03;72,562E+03;215,134E+03;0,53817 ;0,54333 ;0,54307 ;0,54154 ;39,865 ;39,563 ;39,797 ;16,451 ;16,706 ;17,050 ;1,619 ;1,596 ;1,600 ;1,797 ;1,773 ;1,785 ;0,00033E+03;0,00030E+03;0,00094E+03;0,29642E+03;0,29372E+03;0,29336E+03;239,463 ;240,317 ;239,742 ;NAN
857;2025/08/20;14:01:55;736;245,252 ;245,164 ;245,035 ;245,150 ;0,29475E+03;0,29690E+03;0,30057E+03;0,29741E+03;39,441E+03;40,229E+03;40,581E+03;120,251E+03;57,009 ;57,013 ;60,582E+03;60,663E+03;61,462E+03;182,707E+03;72,289E+03;72,790E+03;73,651E+03;218,730E+03;0,54560 ;0,55267 ;0,55100 ;0,54977 ;39,934 ;40,055 ;39,471 ;16,417 ;16,621 ;16,919 ;1,611 ;1,611 ;1,590 ;1,772 ;1,743 ;1,748 ;0,00015E+03;-0,00026E+03;0,00012E+03;0,29518E+03;0,29552E+03;0,29407E+03;239,661 ;239,465 ;239,525 ;NAN
858;2025/08/20;14:01:56;237;244,606 ;244,507 ;244,393 ;244,502 ;0,29350E+03;0,29610E+03;0,30014E+03;0,29658E+03;39,926E+03;40,657E+03;41,198E+03;121,781E+03;57,010 ;57,018 ;59,665E+03;59,905E+03;60,689E+03;180,259E+03;71,791E+03;72,399E+03;73,351E+03;217,541E+03;0,55614 ;0,56157 ;0,56165 ;0,55981 ;39,716 ;39,841 ;39,503 ;16,809 ;16,539 ;17,074 ;1,604 ;1,600 ;1,620 ;1,758 ;1,742 ;1,753 ;0,00022E+03;0,00051E+03;-0,00117E+03;0,29278E+03;0,29795E+03;0,29284E+03;239,425 ;239,269 ;238,642 ;NAN
859;2025/08/20;14:01:56;740;244,694 ;244,623 ;244,492 ;244,603 ;0,29699E+03;0,30000E+03;0,30433E+03;0,30044E+03;40,360E+03;41,073E+03;41,743E+03;123,176E+03;57,018 ;57,022 ;60,434E+03;60,815E+03;61,594E+03;182,842E+03;72,672E+03;73,386E+03;74,406E+03;220,463E+03;0,55537 ;0,55969 ;0,56102 ;0,55872 ;39,653 ;39,917 ;39,308 ;16,482 ;16,486 ;16,969 ;1,597 ;1,598 ;1,613 ;1,759 ;1,736 ;1,738 ;-0,00004E+03;0,00008E+03;0,00027E+03;0,29966E+03;0,30342E+03;0,29844E+03;239,089 ;238,816 ;238,685 ;NAN
860;2025/08/20;14:01:57;238;244,360 ;244,257 ;244,153 ;244,257 ;0,29618E+03;0,29950E+03;0,30355E+03;0,29974E+03;40,528E+03;41,303E+03;41,988E+03;123,818E+03;57,021 ;57,029 ;59,962E+03;60,380E+03;61,070E+03;181,413E+03;72,374E+03;73,155E+03;74,112E+03;219,641E+03;0,55998 ;0,56459 ;0,56655 ;0,56373 ;39,865 ;39,161 ;39,968 ;17,036 ;16,358 ;16,811 ;1,598 ;1,606 ;1,604 ;1,768 ;1,779 ;1,748 ;-0,00022E+03;-0,00012E+03;0,00005E+03;0,29381E+03;0,30589E+03;0,30412E+03;238,402 ;239,620 ;238,690 ;NAN
861;2025/08/20;14:01:57;738;244,516 ;244,419 ;244,314 ;244,416 ;0,29673E+03;0,29895E+03;0,30341E+03;0,29970E+03;40,398E+03;41,052E+03;41,611E+03;123,060E+03;57,028 ;57,045 ;60,268E+03;60,446E+03;61,347E+03;182,061E+03;72,554E+03;73,068E+03;74,128E+03;219,751E+03;0,55679 ;0,56183 ;0,56134 ;0,56000 ;39,667 ;39,640 ;39,492 ;16,733 ;16,430 ;16,719 ;1,601 ;1,606 ;1,602 ;1,753 ;1,734 ;1,739 ;0,00050E+03;-0,00003E+03;0,00038E+03;0,29763E+03;0,30345E+03;0,30652E+03;238,437 ;238,690 ;239,111 ;NAN
862;2025/08/20;14:01:58;238;244,591 ;244,490 ;244,358 ;244,480 ;0,29933E+03;0,30174E+03;0,30510E+03;0,30206E+03;40,484E+03;41,356E+03;41,678E+03;123,518E+03;57,028 ;57,028 ;61,003E+03;61,092E+03;61,817E+03;183,911E+03;73,214E+03;73,774E+03;74,555E+03;221,542E+03;0,55295 ;0,56058 ;0,55902 ;0,55754 ;39,604 ;39,489 ;39,727 ;16,710 ;16,744 ;17,023 ;1,595 ;1,619 ;1,599 ;1,772 ;1,774 ;1,759 ;0,00027E+03;-0,00071E+03;-0,00079E+03;0,29713E+03;0,29626E+03;0,29700E+03;238,413 ;238,274 ;237,760 ;NAN
863;2025/08/20;14:01:58;738;244,331 ;244,253 ;244,130 ;244,238 ;0,29676E+03;0,29953E+03;0,30439E+03;0,30023E+03;40,537E+03;41,132E+03;41,887E+03;123,556E+03;57,026 ;57,028 ;60,116E+03;60,503E+03;61,382E+03;182,001E+03;72,507E+03;73,161E+03;74,312E+03;219,979E+03;0,55908 ;0,56222 ;0,56367 ;0,56167 ;39,863 ;39,549 ;39,646 ;16,949 ;16,325 ;16,745 ;1,614 ;1,593 ;1,616 ;1,781 ;1,769 ;1,754 ;-0,00149E+03;0,00039E+03;0,00061E+03;0,29040E+03;0,30116E+03;0,30110E+03;238,274 ;239,178 ;238,397 ;NAN
864;2025/08/20;14:01:59;238;244,626 ;244,524 ;244,389 ;244,513 ;0,29800E+03;0,30050E+03;0,30436E+03;0,30096E+03;40,403E+03;41,178E+03;41,644E+03;123,226E+03;57,029 ;57,026 ;60,679E+03;60,858E+03;61,632E+03;183,169E+03;72,900E+03;73,480E+03;74,382E+03;220,762E+03;0,55423 ;0,56040 ;0,55987 ;0,55818 ;39,926 ;39,435 ;39,537 ;16,491 ;16,653 ;16,526 ;1,600 ;1,608 ;1,612 ;1,755 ;1,731 ;1,731 ;0,00024E+03;-0,00012E+03;0,00010E+03;0,30355E+03;0,30140E+03;0,30642E+03;238,527 ;239,297 ;238,603 ;NAN
865;2025/08/20;14:01:59;739;244,349 ;244,246 ;244,132 ;244,242 ;0,29617E+03;0,29913E+03;0,30286E+03;0,29939E+03;40,411E+03;41,232E+03;41,771E+03;123,413E+03;57,025 ;57,036 ;60,034E+03;60,316E+03;61,008E+03;181,359E+03;72,368E+03;73,063E+03;73,938E+03;219,368E+03;0,55840 ;0,56434 ;0,56494 ;0,56259 ;39,471 ;39,862 ;39,383 ;16,569 ;16,313 ;17,139 ;1,600 ;1,622 ;1,602 ;1,738 ;1,747 ;1,749 ;0,00065E+03;-0,00005E+03;-0,00052E+03;0,29921E+03;0,30665E+03;0,29797E+03;238,975 ;239,232 ;239,565 ;NAN
866;2025/08/20;14:02:00;238;244,446 ;244,330 ;244,230 ;244,335 ;0,29883E+03;0,30094E+03;0,30558E+03;0,30178E+03;40,689E+03;41,300E+03;41,885E+03;123,874E+03;57,029 ;57,031 ;60,665E+03;60,835E+03;61,769E+03;183,269E+03;73,047E+03;73,530E+03;74,631E+03;221,208E+03;0,55703 ;0,56168 ;0,56123 ;0,55999 ;39,120 ;39,617 ;39,800 ;16,751 ;16,458 ;16,694 ;1,601 ;1,616 ;1,606 ;1,753 ;1,742 ;1,757 ;-0,00025E+03;-0,00019E+03;0,00039E+03;0,29548E+03;0,30294E+03;0,30429E+03;238,473 ;238,794 ;238,323 ;NAN
867;2025/08/20;14:02:00;737;244,603 ;244,467 ;244,338 ;244,469 ;0,29817E+03;0,30040E+03;0,30415E+03;0,30091E+03;40,545E+03;41,318E+03;41,710E+03;123,572E+03;57,027 ;57,024 ;60,626E+03;60,711E+03;61,508E+03;182,846E+03;72,934E+03;73,437E+03;74,316E+03;220,688E+03;0,55590 ;0,56263 ;0,56124 ;0,55994 ;39,863 ;39,584 ;39,309 ;16,536 ;16,522 ;16,606 ;1,600 ;1,601 ;1,617 ;1,738 ;1,737 ;1,738 ;-0,00051E+03;0,00026E+03;-0,00057E+03;0,30252E+03;0,30188E+03;0,30570E+03;238,278 ;238,363 ;239,021 ;NAN
868;2025/08/20;14:02:01;238;244,463 ;244,360 ;244,271 ;244,365 ;0,29936E+03;0,30159E+03;0,30614E+03;0,30237E+03;40,817E+03;41,464E+03;42,039E+03;124,320E+03;57,029 ;57,038 ;60,743E+03;60,926E+03;61,847E+03;183,516E+03;73,183E+03;73,697E+03;74,782E+03;221,662E+03;0,55774 ;0,56263 ;0,56216 ;0,56085 ;39,407 ;39,953 ;39,801 ;16,821 ;16,186 ;16,980 ;1,603 ;1,605 ;1,602 ;1,766 ;1,741 ;1,747 ;-0,00009E+03;0,00009E+03;0,00044E+03;0,29242E+03;0,30483E+03;0,29634E+03;238,639 ;238,925 ;238,533 ;NAN
869;2025/08/20;14:02:01;738;244,152 ;244,072 ;243,937 ;244,054 ;0,29722E+03;0,30019E+03;0,30431E+03;0,30057E+03;40,840E+03;41,594E+03;42,205E+03;124,640E+03;57,022 ;57,032 ;59,983E+03;60,316E+03;61,066E+03;181,365E+03;72,566E+03;73,267E+03;74,232E+03;220,066E+03;0,56280 ;0,56770 ;0,56856 ;0,56638 ;39,524 ;39,236 ;39,748 ;16,908 ;16,338 ;16,684 ;1,597 ;1,613 ;1,615 ;1,744 ;1,749 ;1,736 ;0,00031E+03;-0,00014E+03;-0,00039E+03;0,29223E+03;0,30117E+03;0,30264E+03;238,181 ;238,294 ;239,062 ;NAN
870;2025/08/20;14:02:02;238;244,566 ;244,476 ;244,343 ;244,461 ;0,30027E+03;0,30253E+03;0,30641E+03;0,30307E+03;40,917E+03;41,683E+03;42,101E+03;124,701E+03;57,030 ;57,028 ;60,982E+03;61,095E+03;61,910E+03;183,987E+03;73,437E+03;73,960E+03;74,869E+03;222,266E+03;0,55717 ;0,56359 ;0,56234 ;0,56105 ;39,404 ;39,459 ;39,384 ;16,554 ;16,560 ;16,677 ;1,593 ;1,600 ;1,604 ;1,747 ;1,741 ;1,741 ;0,00044E+03;-0,00037E+03;0,00064E+03;0,30147E+03;0,30155E+03;0,30545E+03;238,213 ;238,059 ;238,160 ;NAN
871;2025/08/20;14:02:02;737;244,492 ;244,393 ;244,267 ;244,384 ;0,29840E+03;0,30118E+03;0,30549E+03;0,30169E+03;40,415E+03;41,122E+03;41,734E+03;123,272E+03;57,035 ;57,034 ;60,740E+03;61,049E+03;61,860E+03;183,650E+03;72,957E+03;73,607E+03;74,622E+03;221,187E+03;0,55396 ;0,55867 ;0,55928 ;0,55732 ;39,252 ;40,288 ;39,420 ;16,922 ;16,408 ;16,964 ;1,600 ;1,596 ;1,612 ;1,785 ;1,775 ;1,761 ;-0,00043E+03;0,00026E+03;-0,00027E+03;0,29309E+03;0,30179E+03;0,29651E+03;238,390 ;237,610 ;238,578 ;NAN
872;2025/08/20;14:02:03;237;244,564 ;244,468 ;244,355 ;244,462 ;0,29267E+03;0,29467E+03;0,29934E+03;0,29556E+03;39,417E+03;39,981E+03;40,554E+03;119,953E+03;57,039 ;57,031 ;59,746E+03;59,923E+03;60,873E+03;180,541E+03;71,577E+03;72,036E+03;73,145E+03;216,758E+03;0,55070 ;0,55502 ;0,55444 ;0,55340 ;39,560 ;39,782 ;39,919 ;16,385 ;16,508 ;16,637 ;1,600 ;1,608 ;1,595 ;1,809 ;1,763 ;1,777 ;-0,00101E+03;0,00014E+03;-0,00017E+03;0,30149E+03;0,30079E+03;0,30331E+03;240,385 ;239,428 ;239,233 ;NAN
873;2025/08/20;14:02:03;737;245,174 ;245,096 ;244,964 ;245,078 ;0,29548E+03;0,29802E+03;0,30247E+03;0,29866E+03;39,223E+03;39,885E+03;40,468E+03;119,576E+03;57,035 ;57,044 ;60,907E+03;61,194E+03;62,066E+03;184,167E+03;72,444E+03;73,044E+03;74,093E+03;219,582E+03;0,54143 ;0,54603 ;0,54617 ;0,54456 ;39,722 ;39,541 ;39,515 ;16,764 ;16,158 ;16,449 ;1,594 ;1,607 ;1,601 ;1,806 ;1,777 ;1,776 ;0,00089E+03;-0,00036E+03;0,00050E+03;0,29635E+03;0,30803E+03;0,30986E+03;238,829 ;239,243 ;239,656 ;NAN
874;2025/08/20;14:02:04;237;244,944 ;244,826 ;244,699 ;244,823 ;0,29498E+03;0,29746E+03;0,30157E+03;0,29800E+03;39,268E+03;39,971E+03;40,497E+03;119,736E+03;57,031 ;57,018 ;60,652E+03;60,876E+03;61,689E+03;183,218E+03;72,254E+03;72,826E+03;73,794E+03;218,874E+03;0,54348 ;0,54885 ;0,54878 ;0,54705 ;39,827 ;39,725 ;39,694 ;16,678 ;16,706 ;16,928 ;1,600 ;1,588 ;1,598 ;1,755 ;1,752 ;1,750 ;0,00077E+03;-0,00075E+03;-0,00021E+03;0,28902E+03;0,29193E+03;0,29388E+03;238,029 ;238,382 ;238,738 ;NAN
875;2025/08/20;14:02:04;738;244,906 ;244,789 ;244,669 ;244,788 ;0,29170E+03;0,29390E+03;0,29875E+03;0,29478E+03;38,868E+03;39,407E+03;40,046E+03;118,322E+03;57,031 ;57,027 ;59,942E+03;60,191E+03;61,147E+03;181,280E+03;71,440E+03;71,943E+03;73,094E+03;216,477E+03;0,54406 ;0,54775 ;0,54788 ;0,54658 ;39,482 ;38,997 ;39,464 ;16,744 ;16,375 ;16,693 ;1,614 ;1,604 ;1,594 ;1,784 ;1,769 ;1,767 ;-0,00007E+03;0,00093E+03;-0,00037E+03;0,29216E+03;0,30046E+03;0,30331E+03;239,611 ;239,242 ;239,018 ;NAN
876;2025/08/20;14:02:05;238;245,672 ;245,559 ;245,471 ;245,567 ;0,28885E+03;0,29004E+03;0,29494E+03;0,29128E+03;37,119E+03;37,608E+03;38,052E+03;112,779E+03;57,050 ;57,055 ;60,480E+03;60,483E+03;61,594E+03;182,557E+03;70,962E+03;71,222E+03;72,400E+03;214,584E+03;0,52308 ;0,52804 ;0,52558 ;0,52557 ;39,627 ;39,453 ;39,673 ;16,818 ;16,413 ;16,693 ;1,614 ;1,592 ;1,593 ;1,832 ;1,820 ;1,796 ;-0,00056E+03;-0,00030E+03;-0,00013E+03;0,29397E+03;0,30128E+03;0,30144E+03;240,003 ;239,954 ;239,137 ;NAN
877;2025/08/20;14:02:05;737;245,590 ;245,505 ;245,382 ;245,492 ;0,28917E+03;0,29118E+03;0,29575E+03;0,29203E+03;37,256E+03;37,836E+03;38,357E+03;113,449E+03;57,031 ;57,038 ;60,459E+03;60,651E+03;61,606E+03;182,717E+03;71,016E+03;71,485E+03;72,571E+03;215,073E+03;0,52461 ;0,52929 ;0,52854 ;0,52749 ;39,591 ;39,950 ;39,982 ;16,883 ;16,573 ;16,648 ;1,591 ;1,606 ;1,595 ;1,785 ;1,779 ;1,758 ;0,00008E+03;-0,00024E+03;0,00041E+03;0,28295E+03;0,29026E+03;0,29156E+03;239,702 ;239,057 ;239,160 ;NAN
878;2025/08/20;14:02:06;238;245,686 ;245,600 ;245,446 ;245,577 ;0,28730E+03;0,29029E+03;0,29334E+03;0,29031E+03;36,670E+03;37,568E+03;37,952E+03;112,189E+03;57,034 ;57,027 ;60,313E+03;60,594E+03;61,185E+03;182,092E+03;70,586E+03;71,295E+03;72,000E+03;213,880E+03;0,51951 ;0,52694 ;0,52711 ;0,52454 ;39,857 ;39,631 ;40,137 ;16,587 ;16,555 ;17,042 ;1,607 ;1,607 ;1,613 ;1,820 ;1,797 ;1,787 ;-0,00003E+03;0,00013E+03;0,00024E+03;0,28628E+03;0,29192E+03;0,28979E+03;239,875 ;240,073 ;239,319 ;NAN
879;2025/08/20;14:02:06;737;245,628 ;245,525 ;245,398 ;245,517 ;0,28435E+03;0,28613E+03;0,29042E+03;0,28697E+03;36,351E+03;36,949E+03;37,371E+03;110,671E+03;57,029 ;57,031 ;59,638E+03;59,751E+03;60,684E+03;180,073E+03;69,843E+03;70,253E+03;71,268E+03;211,364E+03;0,52047 ;0,52594 ;0,52438 ;0,52360 ;39,404 ;39,868 ;39,755 ;16,807 ;16,586 ;16,534 ;1,592 ;1,611 ;1,608 ;1,796 ;1,790 ;1,785 ;-0,00046E+03;-0,00094E+03;-0,00003E+03;0,28485E+03;0,29241E+03;0,29585E+03;241,055 ;239,548 ;239,969 ;NAN
880;2025/08/20;14:02:07;238;246,397 ;246,241 ;246,133 ;246,257 ;0,28524E+03;0,28778E+03;0,29150E+03;0,28817E+03;35,232E+03;35,975E+03;36,426E+03;107,633E+03;57,042 ;57,042 ;60,814E+03;61,052E+03;61,813E+03;183,679E+03;70,282E+03;70,863E+03;71,747E+03;212,893E+03;0,50129 ;0,50767 ;0,50769 ;0,50557 ;40,134 ;39,774 ;39,802 ;16,650 ;16,724 ;16,803 ;1,602 ;1,608 ;1,605 ;1,827 ;1,803 ;1,791 ;0,00012E+03;0,00091E+03;-0,00005E+03;0,28574E+03;0,28888E+03;0,29318E+03;240,266 ;240,528 ;239,755 ;NAN
